atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Delibera_63__5608_Protocollo_dintesa_Il_Cammino_Santacato,Delibera,Regolamenti,Nomina,,,,,0.0,,,,False,False,
Delibera_64__5609_AttestazionePubblicazione,AttestazionePubblicazione,Contenzioso,,"Concessione patrocinio morale e concessione in uso gratuito del Teatro Comunale “Domenico Biancardi” per lo spettacolo teatrale “Signori, Favorite i Biglietti” organizzato dal MASCI Avella “Padre Federico D’Andrea”.",64.0,07/05/2026,,0.0,,,,False,False,
Delibera_64__5609_DeliberadiGiunta_Copia_64_2026,Delibera,Cultura e Turismo,,"Concessione patrocinio morale e concessione in uso gratuito del Teatro Comunale “Domenico Biancardi” per lo spettacolo teatrale “Signori, Favorite i Biglietti” organizzato dal MASCI Avella “Padre Federico D’Andrea”. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Assente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 4 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",5425.0,08/05/2026,,0.0,,,,False,False,
Delibera_66__5627_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,Finanziamento attività socioeducative per minori – Anno 2026. Atto di indirizzo.,66.0,12/05/2026,,0.0,,,,False,False,
Delibera_66__5627_DeliberadiGiunta_Copia_66_2026,Delibera,Commercio,,"Finanziamento attività socioeducative per minori – Anno 2026. Atto di indirizzo. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,60000000.0,60000000.0,,,,True,False,
Delibera_67__5628_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,Autorizzazione all’utilizzo del logo istituzionale del Comune di Avella.,67.0,12/05/2026,,0.0,,,,False,False,
Delibera_67__5628_DeliberadiGiunta_Copia_67_2026,Delibera,Commercio,,"Autorizzazione all’utilizzo del logo istituzionale del Comune di Avella. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",4188.0,08/04/2026,,0.0,,,,False,False,
Delibera_68__5640_AttestazionePubblicazione,AttestazionePubblicazione,Servizi Sociali,,"Concessione patrocinio morale e autorizzazione all’utilizzo del logo istituzionale del Comune di Avella per l’evento “Al Lupo, al Lupo!”.",68.0,14/05/2026,,0.0,,,,False,False,
Delibera_68__5640_DeliberadiGiunta_Copia_68_2026,Delibera,Contenzioso,,"Concessione patrocinio morale e autorizzazione all’utilizzo del logo istituzionale del Comune di Avella per l’evento “Al Lupo, al Lupo!”. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",16.0,24/03/2026,,0.0,,,,True,True,
Delibera_69__5676_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,Toponomastica cittadina - Intitolazione di una strada a Nicola Pugliese,69.0,26/05/2026,,0.0,,,,False,False,
Delibera_69__5676_DeliberadiGiunta_Copia_69_2026,Delibera,Servizi Sociali,,"Toponomastica cittadina - Intitolazione di una strada a Nicola Pugliese Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,False,False,
Delibera_6__5124_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,TARIFFE PER LA FRUIZIONE DEI SERVIZI A DOMANDA INDIVIDUALE DI MENSA E TRASPORTO SCOLASTICO ANNO 2026,6.0,22/01/2026,,0.0,,,,False,False,
Delibera_6__5124_DeliberadiGiunta_Copia_6_2026,Delibera,Servizi Sociali,Liquidazione,"TARIFFE PER LA FRUIZIONE DEI SERVIZI A DOMANDA INDIVIDUALE DI MENSA E TRASPORTO SCOLASTICO ANNO 2026 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,30.0,124.2,,,,True,False,
Delibera_6__5336_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,PROGRAMMA TRIENNALE BENI E SERVIZI2026/2028.,6.0,03/03/2026,,0.0,,,,False,False,
Delibera_6__5336_DeliberadiConsiglio_Copia_6_2026,Delibera,Regolamenti,,"PROGRAMMA TRIENNALE BENI E SERVIZI2026/2028. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Assente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Presente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. • Vista la deliberazione di Giunta Comunale n.24 del 10.02.2026 (allegata), con la quale è stata adottata “PROGRAMMA TRIENNALE DEGLI ACQUISTI DI BENI E SERVIZI 2026-2028 ai sensi dell'art. 37 d.lgs 36/2023. integrazione programma”; •",,,,0.0,,,,True,True,
Delibera_6__5336_DeliberadiGiunta_Copia_24_2026,Delibera,Servizi Sociali,,"PROGRAMMA TRIENNALE DEGLI ACQUISTI DI BENI E SERVIZI 2026-2028 ai sensi dell'art. 37 d.lgs 36/2023. integrazione programma Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,True,True,
Delibera_6__5336_SF_Progr_Triennale_420026,Delibera,Contabilità,,,,,,0.0,,,,True,True,
Delibera_70__5677_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,"PROGETTO "" CONDIVIDERE I BISOGNI PER CONDIVIDERE IL SENSO DELLA VITA "". PRIOGRAMMAZIONE 2027-2029",70.0,26/05/2026,,0.0,,,,False,False,
Delibera_70__5677_DeliberadiGiunta_Copia_70_2026,Delibera,Servizi Sociali,Nomina,"PROGETTO "" CONDIVIDERE I BISOGNI PER CONDIVIDERE IL SENSO DELLA VITA "". PRIOGRAMMAZIONE 2027-2029 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,4900.0,14700.0,,,,True,False,
Delibera_76__Vai,Delibera,Regolamenti,,"Art. 175, comma 4, del D. Lgs. 267/2000",23.0,31/07/2025,,0.0,,,,True,True,
Delibera_7__5125_AttestazionePubblicazione,AttestazionePubblicazione,Pubblicazione e Trasparenza,,DESTINAZIONE DELLA QUOTA PARI AL 50% DEI PROVENTI DELLE SANZIONI AMMINISTRATIVE PECUNIARIE PER VIOLAZIONI AL C.D.S. - ANNO 2026.,7.0,22/01/2026,,0.0,,,,False,False,
Delibera_7__5125_DeliberadiGiunta_Copia_7_2026,Delibera,Servizi Sociali,,"DESTINAZIONE DELLA QUOTA PARI AL 50% DEI PROVENTI DELLE SANZIONI AMMINISTRATIVE PECUNIARIE PER VIOLAZIONI AL C.D.S. - ANNO 2026. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",186.0,09/08/2008,60000.0,492000.0,,,,True,False,
Delibera_7__5337_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,MANOVRA TARIFFARIA 2026 –APPROVAZIONE TARIFFE TARI,7.0,03/03/2026,,0.0,,,,False,False,
Delibera_7__5337_DeliberadiConsiglio_Copia_7_2026,Delibera,Regolamenti,,"MANOVRA TARIFFARIA 2026 –APPROVAZIONE TARIFFE TARI Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Assente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Presente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",9.0,28/01/2026,,0.0,,,,True,True,
Delibera_85__Vai,Delibera,Regolamenti,Bando,"Delibera di GC n.85, avente ad oggetto ""Riqualificazione architettonica funzionale e messa in sicurezza della palestra al servizio dell’edificio scolastico della Scuola Primaria di I Grado dell’I.C. Mons. Guerriero di via de Sanctis - PRESA D’ATTO DEL DOCUMENTO DI INDIRIZZO ALLA PROGETTAZIONE, AI SENSI DELL’ART. 3 – ALL. I.7 DEL D. LGS. 36/2023 –",92.0,03/07/2025,1000000.0,7410000.0,,J29I25000450007,,True,True,
Delibera_86__Vai,Delibera,Regolamenti,Bando,"Delibera di GC n.86, avente ad oggetto ""Riqualificazione architettonica funzionale e messa in sicurezza della palestra al servizio dell’edificio scolastico della Scuola Primaria di II Grado dell’I.C. Mons. Guerriero di via de Sanctis - PRESA D’ATTO DEL DOCUMENTO DI INDIRIZZO ALLA PROGETTAZIONE, AI SENSI DELL’ART. 3 – ALL. I.7 DEL D. LGS. 36/2023 –",93.0,03/07/2025,1155963.18,8585779.09,,"J29I25000440007,J29I25000450007",,True,True,
Delibera_87__5218_Allegato_A,Delibera,Cultura e Turismo,Liquidazione,,,,50.0,78.0,,,,True,False,
Delibera_87__5218_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,Modifica ed integrazione della carta dei servizi relativa ai servizi turistici – culturali comunali e aggiornamento del tariffario. Modifica parziale della deliberazione di G.C. n. 87 del 11.09.2017.,18.0,10/02/2026,,0.0,,,,False,False,
Delibera_87__5218_DeliberadiGiunta_Copia_18_2026,Delibera,Regolamenti,,"Modifica ed integrazione della carta dei servizi relativa ai servizi turistici – culturali comunali e aggiornamento del tariffario. Modifica parziale della deliberazione di G.C. n. 87 del 11.09.2017. Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",,,,0.0,,,,True,True,
Delibera_8__5338_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,ESAME E APPROVAZIONE D.U.P. 2026/2028,8.0,03/03/2026,,0.0,,,,False,False,
Delibera_8__5338_DeliberadiConsiglio_Copia_8_2026,Delibera,Regolamenti,,"ESAME E APPROVAZIONE D.U.P. 2026/2028 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Assente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Presente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",25.0,12/02/2026,,0.0,,,,True,True,
Delibera_8__5338_Relazione_DUP_2026_2028,Delibera,Regolamenti,Liquidazione,,8.0,16/01/2025,1298325.0,126000.83,,,,True,False,
Delibera_8__Vai,Delibera,Contabilità,Liquidazione,Delibera CIPE n. 8 del 20.01.2012 (G.U. n. 121 del 25 maggio 2012). “Lavori di prima manutenzione delle aree interessate dai lavori relativi dell’intervento “Sistemazione idrogeologica BA2” anni 2023-2025 –,388.0,27/10/2025,8326621.32,19550232.59,993307157F,F29H10000830003,PROJECT POWER S.R.L.,True,False,
Delibera_9__5207_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,Approvazione perizia di variante dell'intervento di nuova pavimentazione delle strade comunali CUP J27H24002020004,9.0,22/01/2026,,0.0,,J27H24002020004,,False,False,
Delibera_9__5207_DeliberadiGiunta_Copia_9_2026,Delibera,Regolamenti,,"Approvazione perizia di variante dell'intervento di nuova pavimentazione delle strade comunali CUP J27H24002020004 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. 1) Approvare la Perizia di Variante per gli interventi di INTERVENTI DI NUOVA PAVIMENTAZIONE DELLE STRADE COMUNALI redatto dall’ing Pescione Pasquale CUP J27H24002020004, per un importo complessivo di €. 172.446,62; 2) Di dare atto che",246.0,10/07/2025,172466.62,990451.45,,J27H24002020004,,True,False,
Delibera_9__5339_AttestazionePubblicazione,AttestazionePubblicazione,Regolamenti,,ESAME ED APPROVAZIONE DEL BILANCIO DI PREVISIONE FINANZIARIA PER IL TRIENNIO 2026- 2028,9.0,03/03/2026,,0.0,,,,False,False,
Delibera_9__5339_DeliberadiConsiglio_Copia_9_2026,Delibera,Regolamenti,,"ESAME ED APPROVAZIONE DEL BILANCIO DI PREVISIONE FINANZIARIA PER IL TRIENNIO 2026-2028 Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICE SINDACO Presente BIANCARDI DOMENICO CONSIGLIERE Presente BIANCARDI GIOVANNI CONSIGLIERE Presente CARUSO ANTONIA CONSIGLIERE Assente BIANCARDI LUIGI CONSIGLIERE Presente LONGOBARDI NICOLETTA PRESIDENTE DEL CONSIGLIO Presente CERBONE SANTINA CONSIGLIERE Presente D'AVANZO MARIA ROSARIA CONSIGLIERE Presente CACACE CHIARA CONSIGLIERE Presente MAIETTA FATIMA CONSIGLIERE Presente X Pellegrino Vittoria CONSIGLIERE Presente SALAPETE MICHELE CONSIGLIERE Presente Tot. 12 Tot. 1 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it.",26.0,12/02/2025,,0.0,,,,True,True,
Delibera_9__5339_Relazione_nota_integrativa_2026_401786,Delibera,Contenzioso,Liquidazione,,,,208234.05,453960.0,,,,True,False,
Delibera_9__5339_Stampa_bilancio_di_previsione_2026-2028,Delibera,Contabilità,Liquidazione,,,,,0.0,,,,True,True,
Delibera_9__5339_parere_su_bilancio,Delibera,Affari Generali,Liquidazione,,2.0,26/02/2026,52022695.23,92791472.34,,,,True,False,
Delibera___Vai,Delibera,Regolamenti,,Ratifica della,35.0,21/10/2025,,0.0,,,,True,True,
Determinazione_012026__5373_DeterminadiLiquidazione_Copia_185_2026,Determinazione,Contabilità,Liquidazione,"Liquidazione fattura n. 01/2026FPA12 - “Incarico di collaborazione professionale Esperto in materia di finanziamenti europei, nazionali e regionali – contratti di appalto e di concessione aventi ad oggetto l’acquisizione di servizi, forniture, lavori e opere previsti dal P.N.R.R. e dal P.N.C., con profilo Middle”. Saldo compenso giornate lavorative aggiuntive.",14.0,11/03/2026,11208.46,11208.46,,E99J21007460005,LOIOLA CARMEN,True,False,
Determinazione_012026__5373_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,11208.46,11208.46,,,LOIOLA CARMEN,True,False,
Determinazione_01__5489_DeterminadiImpegnoeLiquidazione_Cop2026,Determinazione,Contabilità,Liquidazione,CANONE SOFTWARE SERVIZIO GESTIONALE MENSA SCOLASTICA. LIQUIDAZIONE ATRO-TEL SRL FATTURA N. 01-000093.,41.0,10/04/2026,4500.0,9990.0,Z723C65958,,ASTRO-TEL SRL,True,False,
Determinazione_01__5489_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1830.0,1830.0,Z723C65958,,ASTRO-TEL SRL,True,False,
Determinazione_0500025211000000000203115__5053_DeterminaGenerica_Copia_768_2025,Determinazione,Regolamenti,Bando,PRESA D'ATTO ESITO VALUTAZIONE CANDIDATURE VACANCY N. 0500025211000000000203115 e N. 0500025211000000000204238 'PROGRAMMA GARANZIA DI OCCUPABILITA' DEI LAVORATORI - GOL',114.0,31/12/2025,,0.0,,,,True,True,
Determinazione_0500025211000000000207326__5163_DeterminaGenerica_Copia_71_2026,Determinazione,Regolamenti,Bando,PRESA D'ATTO ESITO VALUTAZIONE CANDIDATURE VACANCY N. 0500025211000000000207326 'PROGRAMMA GARANZIA DI OCCUPABILITA’ DEI LAVORATORI – GOL”.,11.0,29/01/2026,,0.0,,,,True,True,
Determinazione_092025__5069_DeterminadiLiquidazione_Copia_7_2026,Determinazione,Contabilità,Liquidazione,"Liquidazione fattura n. 09/2025FPA12 - “Incarico di collaborazione professionale Esperto in materia di finanziamenti europei, nazionali e regionali – contratti di appalto e di concessione aventi ad oggetto l’acquisizione di servizi, forniture, lavori e opere previsti dal P.N.R.R. e dal P.N.C., con profilo Middle”. 3^ Annualità, periodo Luglio Dicembre 2025.",3.0,08/01/2026,31932.0,42388.0,,E99J21007460005,LOIOLA CARMEN,True,False,
Determinazione_092025__5069_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,31932.0,42388.0,,,LOIOLA CARMEN,True,False,
Determinazione_100__4962_DeterminadiImpegno_Copia_703_2025,Determinazione,Regolamenti,Liquidazione,Determina a contrarre per l'affidamento del servizio trasporto n. 100 studenti Avella – Nola A/R. Istituzione Giornata Nazionale del Cippo Abellano.,101.0,05/12/2025,330.0,6590.0,B96310A83E,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,
Determinazione_100__4962_VistoContabile,VistoContabile,Contabilità,,,,,330.0,330.0,B96310A83E,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_100__5087_DeterminadiLiquidazione_Copia_15_2026,Determinazione,Contabilità,Liquidazione,Determina a contrarre per l'affidamento del servizio trasporto n. 100 studenti Avella – Nola A/R. Istituzione Giornata Nazionale del Cippo Abellano. liquidazione fattura.,2.0,13/01/2026,330.0,1320.0,B96310A83E,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,
Determinazione_100__5087_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,330.0,330.0,B96310A83E,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_103__5236_DeterminadiLiquidazione_Copia_103_2026,Determinazione,Contabilità,Liquidazione,"DETERMINAZIONE A CONTRARRE PER AFFIDAMENTO DIRETTO DELLA FORNITURA DI POSTAZIONE INFORMATICA (PC, MONITOR, TASTIERA E MOUSE) PER IL SERVIZIO TURISMO E PROMOZIONE DEL TERRITORIO – LIQUIDAZIONE FATTURA.",6.0,13/02/2026,650.0,2360.0,BA3583CACB,,ASWI INFORMATICA di Liguori Vincenzo,True,False,
